Feature_ID	VIP_comp_1	Loading	mz	RT	Corr_ID	Compound_Name
1672	1.555777	0.018188	312.1305	1.511294	184	Massbank:RP031103 N2_N2-Dimethylguanosine|N,N-Dimethylguanosine|9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-(dimethylamino)-3H-purin-6-one
1669	1.555051	-0.01818	350.0863	1.473719	184	NA
1989	1.554176	0.018169	195.1131	1.780424	99	NA
4284	1.553873	-0.01817	557.2586	3.149599	42	NA
9738	1.552946	-0.01815	863.6158	7.441354	141	NA
3535	1.552743	-0.01815	551.2868	2.738192	NA	NA
3178	1.552177	-0.01815	317.0936	2.447478	NA	NA
7293	1.551465	-0.01814	279.2319	5.157057	NA	Spectral Match to 9(10)-EpOME from NIST14
7264	1.551203	-0.01813	429.3728	5.219581	69	NA
8318	1.550571	-0.01813	455.3345	6.18948	40	NA
5677	1.550328	0.018124	399.322	4.092593	256	NA
1897	1.54935	0.018113	280.1291	1.664707	NA	Spectral Match to Asn-Phe from NIST14
2294	1.548816	-0.01811	296.1354	2.058042	NA	NA
8497	1.548452	-0.0181	659.9827	6.389964	141	NA
395	1.547668	0.018093	278.1234	0.491519	205	NA
1344	1.547268	0.018088	261.1447	1.213485	175	Massbank:PR311045 Glutamylleucine
1424	1.54592	0.018073	160.097	1.150796	175	NA
1007	1.545816	0.018071	293.1491	0.842374	NA	NA
3292	1.54526	0.018065	328.2233	2.600193	275	NA
3831	1.544919	0.018061	413.276	2.874314	482	NA
4379	1.543624	0.018046	432.2215	3.216589	374	NA
7442	1.54297	0.018038	353.2682	5.374186	478	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14
2071	1.54254	0.018033	324.1559	1.89287	82	NA
1082	1.542302	-0.01803	318.1663	1.036841	175	NA
6330	1.539784	-0.018	441.282	4.579538	NA	NA
1195	1.539264	-0.01799	415.2187	1.094413	175	NA
7203	1.539011	-0.01799	608.3431	5.185515	69	NA
4790	1.538133	-0.01798	349.2586	3.547154	256	"Candidate Pentahydroxylated bile acid (delta mass -92.0241; sirius atomic difference: -6C, -4H, -1O; buddy atomic difference: -6C, -4H, -1O)"
4013	1.537057	0.017969	295.1757	2.981317	373	NA
5923	1.536435	0.017962	553.2972	4.273558	NA	NA
9927	1.536287	-0.01796	708.1656	7.558172	141	NA
1679	1.534934	0.017944	229.1183	1.549488	NA	NA
5267	1.534547	0.01794	590.3245	3.814325	262	NA
3910	1.533431	0.017927	323.1605	2.99134	483	NA
5399	1.533349	0.017926	325.1547	3.937382	NA	NA
5911	1.53292	0.017921	440.1945	4.254499	256	NA
5599	1.531396	0.017903	607.3142	4.002563	NA	NA
214	1.531115	0.0179	527.1588	0.451087	205	Melezitose
1122	1.530837	0.017896	231.1705	1.211382	NA	NA
6050	1.530502	-0.01789	490.2914	4.357643	359	NA
4967	1.529164	0.017877	362.2176	3.576563	NA	NA
6959	1.528741	-0.01787	295.2267	4.97923	NA	NA
4963	1.528114	-0.01786	237.1482	3.598925	NA	NA
7615	1.527053	-0.01785	331.2841	5.560251	437	NA
6165	1.52693	0.017851	405.263	4.455458	14	"Candidate Pentahydroxylated bile acid (delta mass -36.0205; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005464807, ""(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")"
3062	1.526752	0.017849	213.1103	2.382789	NA	NA
3197	1.525219	-0.01783	295.1138	2.466338	214	NA
4656	1.524651	0.017824	407.1945	3.391031	402	NA
2363	1.524454	-0.01782	346.165	2.063518	NA	NA
5565	1.524432	-0.01782	619.2651	4.036495	226	NA
5005	1.523766	0.017814	333.1425	3.60075	NA	NA
978	1.523509	-0.01781	228.1343	0.956215	280	NA
97	1.523241	-0.01781	128.0195	0.385182	97	NA
6772	1.522794	-0.0178	490.3537	4.89487	426	NA
6101	1.522771	0.017802	517.3509	4.413924	NA	NA
628	1.522265	0.017796	285.1433	0.632762	NA	NA
1303	1.521926	0.017792	319.1391	1.259849	NA	NA
3118	1.52163	0.017789	237.16	2.501423	NA	NA
1955	1.5212	0.017784	204.1233	1.682787	NA	NA
8985	1.520132	-0.01777	673.9991	6.860971	141	NA
4589	1.519718	0.017766	272.2222	3.2925	NA	NA
4368	1.519539	0.017764	481.1645	3.294582	NA	NA
692	1.518629	0.017754	224.1282	0.718172	NA	NA
2397	1.518388	-0.01775	411.1849	2.076369	NA	NA
3531	1.518373	-0.01775	706.3192	2.676242	232	NA
690	1.517092	0.017736	270.1333	0.74176	NA	NA
6243	1.517055	0.017735	555.312	4.485525	521	NA
2603	1.516987	0.017734	283.1652	2.185088	336	NA
2006	1.516945	0.017734	237.1598	1.703688	NA	NA
2120	1.516412	-0.01773	239.1491	1.910938	82	NA
8692	1.515884	-0.01772	756.0013	6.601272	141	NA
4578	1.515819	-0.01772	643.2948	3.418824	NA	NA
4509	1.515422	-0.01772	685.2515	3.330325	NA	NA
3193	1.514013	-0.0177	658.425	2.471271	145	NA
685	1.513008	0.017688	410.2013	0.815497	NA	NA
3034	1.511521	-0.01767	415.2558	2.382778	NA	NA
178	1.511363	0.017669	134.045	0.43202	NA	Aspartic acid
7634	1.510907	-0.01766	355.2843	5.5163	443	Spectral Match to 1-Linoleoylglycerol from NIST14
2040	1.508718	-0.01764	305.1806	1.810864	82	NA
289	1.5072	-0.01762	170.0474	0.386663	NA	NA
7108	1.504963	-0.01759	476.2774	5.1053	69	NA
580	1.503849	0.017581	422.2136	0.633337	205	NA
662	1.502988	0.017571	211.1076	0.687526	NA	NA
3632	1.502739	0.017568	355.1652	2.724273	NA	NA
563	1.502587	0.017566	246.0973	0.666685	NA	NA
1462	1.502459	0.017565	111.0446	1.315404	59	NA
1661	1.502307	0.017563	238.0936	1.513191	NA	NA
4020	1.501946	0.017559	317.1574	2.983024	373	NA
3728	1.500141	0.017537	386.2025	2.802241	NA	NA
1651	1.498953	0.017524	180.0872	1.436861	184	NA
5627	1.49895	0.017523	500.2493	4.066515	256	NA
2195	1.498882	0.017523	232.174	1.982906	82	NA
8723	1.497983	-0.01751	666.4898	6.628551	141	NA
5052	1.497782	-0.01751	209.0811	3.531488	382	Spectral Match to Genipin from NIST14
7439	1.497398	-0.01751	515.2635	5.37064	238	NA
1848	1.497277	-0.0175	471.9119	1.6252	31	NA
4342	1.496093	0.01749	444.2124	3.197048	160	NA
4017	1.495105	0.017479	543.3494	2.991916	NA	NA
5803	1.494756	-0.01747	506.2791	4.186978	432	"Candidate Trihydroxylated bile acid (delta mass 96.9834; sirius atomic difference: 3C, -1H, 1N, 3O; buddy atomic difference: 4C, -5H, 5N, -1O; spectral library match to CCMSLIB00010123244, Candidate sulfated cholic acid)"
8067	1.49468	-0.01747	422.3265	5.972831	379	"Candidate Trihydroxylated bile acid (delta mass 13.0326; sirius atomic difference: 1C, 3H, 1N, -1O; buddy atomic difference: 1C, 3H, 1N, -1O)"
4121	1.4931	-0.01746	539.323	2.924952	NA	NA
609	1.493028	0.017454	261.0969	0.668292	NA	NA
5667	1.492737	-0.01745	251.1255	4.08853	NA	NA
3373	1.492233	0.017445	630.4196	2.581015	NA	NA
9915	1.491526	-0.01744	762.2074	7.549108	141	NA
4461	1.491388	0.017435	295.1519	3.24543	NA	NA
3924	1.491371	0.017435	443.2733	2.921265	100	NA
6106	1.491017	-0.01743	523.2556	4.413433	NA	NA
1235	1.490628	0.017426	205.1548	1.138489	175	NA
1075	1.489414	0.017412	270.0408	1.029348	143	NA
3695	1.488728	0.017404	248.1647	2.787114	NA	NA
5749	1.488426	-0.0174	417.2505	4.1766	NA	NA
4706	1.488182	0.017398	415.223	3.42037	83	"Candidate Pentahydroxylated bile acid (delta mass -26.061; sirius atomic difference: -1C, -10H, 2N, -2O; buddy atomic difference: -1C, -10H, 2N, -2O)"
421	1.485313	0.017364	150.0776	0.563015	NA	Spectral Match to L-Methionine from NIST14
1307	1.484428	-0.01735	471.173	1.200028	NA	NA
4952	1.483503	0.017343	239.1634	3.479079	256	NA
2764	1.483489	0.017343	687.4038	2.241677	NA	NA
7810	1.483482	-0.01734	277.2162	5.89465	469	NA
7577	1.483358	0.017341	488.3168	5.52749	188	NA
1595	1.48311	-0.01734	552.3042	1.415112	184	NA
8161	1.483063	0.017338	419.2429	6.061998	404	NA
1077	1.483007	0.017337	304.1505	1.092793	175	NA
8073	1.482161	0.017327	457.3312	5.94007	65	NA
8528	1.479727	-0.0173	637.9699	6.425226	141	NA
5583	1.479687	-0.0173	407.2036	4.047327	488	"Candidate Trihydroxylated bile acid (delta mass -2.092; sirius atomic difference: -6C, -6H, 2N, -1O, 2S; buddy atomic difference: -7C, -10H, 2N, 4O)"
974	1.47897	0.01729	317.1503	0.975461	NA	NA
6716	1.478242	-0.01728	443.2882	4.839924	192	NA
6627	1.477347	-0.01727	412.3069	4.824062	NA	NA
1133	1.477338	0.017271	203.1392	1.078721	175	Spectral Match to L-Alanyl-L-norleucine from NIST14
3731	1.477228	-0.01727	429.2715	2.741096	NA	NA
2457	1.47695	0.017266	138.0551	2.114961	82	3709 - 40.0 eV
1343	1.47653	0.017261	260.092	1.230281	492	NA
3952	1.47646	0.017261	591.325	2.953574	42	NA
1058	1.476196	0.017257	318.1337	1.019016	175	NA
6807	1.473841	-0.01723	335.2193	4.960575	166	NA
1960	1.47367	0.017228	367.1498	1.8151	60	1-beta-D-Glucopyranosyl-L-tryptophan
6804	1.472166	0.01721	394.2954	4.915435	80	NA
7351	1.471853	0.017207	391.2456	5.264475	NA	NA
8945	1.471799	-0.01721	578.4371	6.827189	141	NA
3252	1.471362	-0.0172	480.1478	2.49759	NA	NA
2723	1.471175	0.017199	514.7915	2.226134	NA	NA
2263	1.47077	0.017194	367.1499	2.052258	82	NA
1466	1.470731	0.017194	232.1546	1.310238	NA	Butyrylcarnitine - 30.00 eV
2919	1.47059	-0.01719	449.2009	2.330035	NA	NA
176	1.469921	0.017184	309.1656	0.412895	NA	Fructoselysine
900	1.469886	0.017184	245.1496	0.847303	410	NA
1170	1.469265	-0.01718	400.2194	1.09325	175	NA
1252	1.469148	-0.01718	568.271	1.157923	459	NA
6284	1.468963	0.017173	416.3373	4.550767	194	NA
1842	1.468196	-0.01716	450.161	1.63403	184	NA
1463	1.468134	0.017163	269.1498	1.358182	NA	NA
5794	1.467184	-0.01715	373.274	4.197411	432	Choldienic acid putative
3839	1.466032	-0.01714	585.3145	2.846144	NA	NA
1269	1.464378	-0.01712	455.2505	1.160268	175	NA
1071	1.464045	-0.01712	491.1765	1.032752	175	NA
1076	1.463966	0.017115	401.2874	1.016918	175	NA
7076	1.462584	0.017098	594.3277	5.100831	480	NA
2999	1.462322	-0.0171	386.2287	2.36114	214	NA
6236	1.461959	0.017091	251.2006	4.503143	61	NA
5655	1.461925	0.017091	147.117	4.089033	445	NA
1637	1.461797	-0.01709	205.0975	1.446402	207	Tryptophan
1403	1.461276	-0.01708	420.1266	1.283692	184	NA
8371	1.460912	-0.01708	324.2896	6.251304	40	Spectral Match to Linoleoyl ethanolamide from NIST14
1043	1.459663	0.017064	210.1127	0.946999	NA	NA
5017	1.459349	0.017061	533.3265	3.681158	256	"Candidate Trihydroxylated bile acid (delta mass 124.0329; sirius atomic difference: 2C, 8H, 2N, 2O, 1S; buddy atomic difference: 10C, 4H; spectral library match to CCMSLIB00006680127, TAUROCHOLIC ACID)"
5198	1.457035	0.017033	411.1916	3.748892	44	NA
4663	1.456411	0.017026	295.1519	3.316485	NA	NA
4302	1.453336	-0.01699	499.2535	3.129041	NA	NA
167	1.453167	0.016988	455.1164	0.425461	205	NA
2280	1.453124	-0.01699	330.2023	2.055623	82	NA
2165	1.452945	0.016986	308.1487	1.952452	NA	NA
2107	1.452419	-0.01698	241.1049	1.931975	255	NA
7662	1.452097	0.016976	431.3118	5.612568	NA	NA
658	1.451073	0.016964	218.1389	0.67453	NA	PROPIONYLCARNITINE
816	1.450474	0.016957	239.1014	0.813855	410	Spectral Match to Gly-Tyr from NIST14
7604	1.449481	0.016945	351.2524	5.548068	443	NA
5147	1.448565	-0.01693	726.3323	3.692947	NA	NA
5443	1.447614	0.016923	326.2326	3.964147	256	NA
988	1.447525	-0.01692	322.2126	0.983352	NA	NA
3435	1.44715	-0.01692	360.2135	2.568225	214	NA
500	1.446016	-0.0169	259.1288	0.581442	138	Spectral Match to L-Saccharopine from NIST14
5222	1.443898	0.01688	903.3784	3.779297	81	NA
3364	1.443382	-0.01687	303.1334	2.590265	NA	NA
5736	1.443135	-0.01687	643.2386	4.132001	NA	NA
1610	1.442802	-0.01687	328.1506	1.436986	184	NA
213	1.442718	0.016866	287.2442	0.441819	NA	NA
8802	1.44257	-0.01686	533.0463	6.675914	141	NA
3225	1.442427	-0.01686	403.2556	2.504491	NA	NA
1210	1.442038	0.016858	209.1021	1.11188	175	NA
2486	1.441561	0.016853	304.1759	2.11625	36	NA
8099	1.440324	-0.01684	579.4267	6.008695	141	NA
6116	1.440262	0.016837	389.2687	4.434499	14	"Candidate Tetrahydroxylated bile acid (delta mass -36.021; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O)"
2112	1.440162	0.016836	256.1756	1.911618	82	NA
3267	1.438634	0.016818	245.1861	2.523985	214	Spectral Match to Ile-Leu from NIST14
5805	1.438302	-0.01681	759.2873	4.176274	NA	NA
6882	1.438192	-0.01681	438.3215	4.930543	NA	NA
7259	1.437485	-0.0168	389.2686	5.230244	2	"Candidate Tetrahydroxylated bile acid (delta mass -36.0212; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005465139, ""(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")"
241	1.437136	-0.0168	116.071	0.449086	205	L-PROLINE
7511	1.435765	-0.01678	413.2661	5.449029	47	NA
7214	1.435676	0.016784	422.3264	5.158243	NA	NA
6203	1.43566	-0.01678	613.2186	4.473688	409	NA
5916	1.434455	0.01677	316.2482	4.26105	256	DECANOYLCARNITINE
2740	1.434259	-0.01677	261.1266	2.246765	NA	NA
8033	1.433986	0.016764	373.2738	5.958522	NA	NA
1206	1.433363	-0.01676	468.1956	1.100407	175	NA
1813	1.43278	0.01675	502.3245	1.598443	NA	NA
5886	1.432393	0.016745	705.3455	4.203589	256	NA
2171	1.431924	0.01674	308.1969	1.967053	82	NA
1749	1.431326	-0.01673	554.3187	1.537425	184	NA
3408	1.431142	0.016731	223.1542	2.614084	NA	NA
8748	1.430974	-0.01673	547.7217	6.64942	141	NA
7361	1.42959	-0.01671	217.1588	5.205096	NA	NA
6170	1.426932	-0.01668	701.3315	4.451728	409	NA
2011	1.426264	-0.01667	286.1763	1.79587	NA	NA
2349	1.426045	0.016671	169.0973	2.054778	446	NA
4290	1.425838	-0.01667	579.3038	3.155887	42	NA
6152	1.425722	0.016667	362.1599	4.448094	NA	NA
2477	1.425335	0.016663	330.166	2.125851	82	NA
1243	1.425267	-0.01666	196.0976	1.137042	NA	Tyrosine methyl ester
1540	1.423797	0.016645	376.1339	1.37653	NA	NA
2019	1.423677	-0.01664	241.1049	1.881702	255	NA
3423	1.423307	-0.01664	348.1533	2.608967	NA	NA
6056	1.422663	0.016632	307.1439	4.355583	226	NA
7171	1.422285	0.016627	353.2685	5.304518	478	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14
3870	1.421216	0.016615	128.0497	2.875778	100	NA
1014	1.420948	0.016612	258.2178	0.984442	NA	NA
9286	1.419659	-0.0166	527.7147	7.103865	141	NA
7319	1.417668	-0.01657	386.3266	5.31996	NA	NA
4170	1.417555	-0.01657	555.28	3.073367	NA	NA
6419	1.417358	0.01657	373.2737	4.655881	105	"Candidate Trihydroxylated bile acid (delta mass -36.0217; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005463906, CHOLATE)"
8683	1.415646	-0.01655	688.5026	6.587387	141	NA
3873	1.415196	-0.01654	648.3825	2.886623	NA	NA
3395	1.415088	-0.01654	231.113	2.608451	NA	NA
2967	1.414847	-0.01654	246.0739	2.307356	NA	NA
3156	1.414688	-0.01654	377.1924	2.462484	214	NA
2105	1.414377	-0.01653	429.1874	1.950079	NA	NA
588	1.414195	0.016533	281.1116	0.663797	NA	NA
4671	1.413784	-0.01653	334.1649	3.404935	NA	NA
130	1.413284	-0.01652	234.1813	0.392542	290	NA
826	1.412954	-0.01652	430.3028	0.824209	NA	NA
206	1.412805	0.016516	689.211	0.444911	205	Spectral Match to Glycan 3.alpha.,4.beta.,3.alpha.-Galactotetraose from NIST14
1790	1.412293	-0.01651	358.1612	1.589517	184	NA
3438	1.410391	0.016488	245.1861	2.596911	275	Spectral Match to Leu-Leu from NIST14
2633	1.410367	-0.01649	564.2419	2.187429	136	NA
9429	1.40988	-0.01648	669.1366	7.205548	141	NA
4206	1.409016	0.016472	351.1531	3.103001	NA	NA
2789	1.408947	0.016471	302.1387	2.262715	146	NA
1538	1.408935	-0.01647	339.1652	1.257542	NA	NA
9277	1.408516	-0.01647	681.0063	7.096495	141	NA
1948	1.408426	0.016465	189.0273	1.738407	394	NA
278	1.407314	0.016452	118.0866	0.456389	290	5-AMINOPENTANOATE - 50.0 eV
2656	1.40686	0.016447	164.0708	2.241569	NA	2-amino-3-hydroxy-3-phenylpropanoic acid CollisionEnergy:205060
6440	1.406632	0.016444	409.2563	4.782061	38	NA
4109	1.405633	0.016433	639.3241	3.032984	42	NA
4530	1.405328	0.016429	313.1625	3.299189	NA	NA
2008	1.404469	0.016419	417.2028	1.792128	170	NA
1599	1.404377	-0.01642	369.2136	1.426852	184	NA
2050	1.404046	-0.01641	166.0865	1.842021	82	NA
394	1.402979	0.016402	255.0971	0.527826	NA	NA
7999	1.401124	-0.01638	322.2735	5.909788	314	Spectral Match to .alpha.-Linolenoyl ethanolamide from NIST14
1504	1.400163	0.016369	317.1501	1.365057	150	NA
6417	1.398587	0.01635	500.2768	4.712138	NA	NA
2295	1.398338	0.016347	270.1549	2.037628	273	NA
1738	1.398261	-0.01635	483.3165	1.540916	184	NA
7701	1.398062	-0.01634	487.3758	5.653621	123	NA
5400	1.39802	-0.01634	494.3121	3.943879	256	NA
3323	1.397903	-0.01634	538.2883	2.553131	NA	NA
1002	1.397793	0.016341	308.1229	0.974245	NA	NA
4031	1.397759	0.016341	462.26	2.988065	3	NA
3998	1.397494	-0.01634	164.0708	2.990255	NA	NA
8306	1.397059	-0.01633	630.4611	6.184856	141	NA
8308	1.394304	-0.0163	319.2243	6.180394	141	NA
1324	1.393957	-0.0163	359.2653	1.211494	175	Spectral Match to Ile-Val-Lys from NIST14
180	1.393285	-0.01629	280.0921	0.421668	NA	NA
470	1.393145	-0.01629	139.0503	0.570562	NA	Spectral Match to Nicotinamide N-oxide from NIST14
977	1.392373	0.016278	151.0617	0.93295	175	"6-methoxypurine, oxamethane CollisionEnergy:205060"
5307	1.392159	0.016275	650.344	3.856862	262	NA
3215	1.391766	0.01627	804.4295	2.471479	NA	NA
8031	1.391539	-0.01627	623.4529	5.951751	141	NA
1647	1.390977	-0.01626	540.2785	1.459962	184	NA
2045	1.390898	-0.01626	375.1344	1.822174	NA	NA
1178	1.390625	0.016257	184.097	1.096949	175	NA
1714	1.390474	0.016255	185.1286	1.513011	NA	NA
3481	1.389924	-0.01625	209.1286	2.650333	75	NA
2649	1.389552	0.016245	621.3624	2.23118	NA	NA
2880	1.389079	-0.01624	538.1539	2.301447	NA	NA
1063	1.388242	-0.01623	392.1813	1.02892	175	NA
4638	1.386586	0.01621	565.2838	3.378134	178	NA
4695	1.385636	-0.0162	511.2898	3.413769	NA	NA
2630	1.385504	-0.0162	383.1903	2.21843	NA	NA
6331	1.383426	-0.01617	583.2538	4.581006	NA	NA
8867	1.381405	-0.01615	556.4056	6.74812	141	NA
7050	1.380927	-0.01614	293.2108	5.013333	NA	NA
3478	1.380906	-0.01614	388.2543	2.652539	509	NA
6569	1.380422	0.016138	437.3038	4.807496	NA	NA
435	1.380385	-0.01614	145.1337	0.57286	18	Candidate Cadaverine-C2:0 (delta mass:42.0103)
2082	1.380267	-0.01614	220.1188	1.808747	NA	NA
7310	1.3802	-0.01614	751.4817	5.266899	141	NA
6512	1.379443	0.016126	660.3406	4.713252	NA	NA
2149	1.379018	0.016121	174.1127	1.937134	NA	NA
4029	1.378629	0.016117	251.1258	2.938507	499	NA
2420	1.377526	-0.0161	580.2729	2.096393	82	NA
5159	1.376892	0.016097	891.3791	3.706876	NA	NA
5501	1.37643	-0.01609	891.355	3.999358	256	NA
2455	1.37568	-0.01608	302.0694	2.093996	NA	NA
9315	1.375592	-0.01608	843.6101	7.074143	245	NA
4897	1.375487	0.01608	347.1369	3.530354	NA	NA
949	1.374978	0.016074	245.0955	0.93884	175	NA
809	1.37416	0.016065	312.1797	0.828776	NA	NA
1665	1.3741	0.016064	295.0907	1.488881	249	NA
8265	1.37406	0.016063	487.3396	6.131981	NA	NA
3878	1.373379	0.016055	394.2342	2.831291	NA	NA
7279	1.372869	0.01605	494.3241	5.23585	141	Lyso PC (16:1)
3958	1.371838	0.016037	465.2697	2.927675	NA	NA
2155	1.371759	-0.01604	246.1127	1.953899	255	NA
5138	1.37131	-0.01603	447.2202	3.694452	256	NA
5193	1.370983	0.016027	653.3083	3.755627	NA	NA
2634	1.370895	-0.01603	621.2634	2.196718	136	NA
1173	1.370595	-0.01602	701.2761	1.096785	175	NA
2239	1.370086	-0.01602	528.2454	2.008426	82	NA
4090	1.369854	0.016014	318.181	3.055005	NA	Spectral Match to Leu-Trp from NIST14
861	1.368899	-0.016	383.2049	0.878766	175	NA
2998	1.368819	0.016002	587.3188	2.355549	214	NA
2443	1.367597	0.015988	467.2624	2.114829	NA	NA
9423	1.367098	-0.01598	877.6161	7.204043	141	NA
6771	1.366144	0.015971	193.1225	4.879593	46	NA
590	1.365876	-0.01597	268.1041	0.666997	186	ADENOSINE
7043	1.365225	-0.01596	643.3452	5.087982	480	NA
1095	1.364899	0.015956	188.0919	1.059342	175	NA
3607	1.364866	0.015956	304.1654	2.71649	509	NA
7244	1.364697	-0.01595	400.2809	5.22294	69	NA
99	1.364479	-0.01595	151.0354	0.386433	97	Furaneol (known structural isomers: 0; isobaric peaks in run: 4)
5508	1.364221	-0.01595	422.3112	4.074193	NA	NA
7705	1.363985	0.015946	426.3579	5.650818	NA	Spectral Match to Oleoyl L-carnitine from NIST14
6868	1.363756	0.015943	413.1971	4.941382	169	NA
2970	1.363663	0.015942	245.1861	2.403118	214	Spectral Match to Ile-Leu from NIST14
672	1.362213	-0.01592	373.2809	0.714618	NA	Spectral Match to Ile-Ile-Lys from NIST14
4232	1.362134	0.015924	222.0762	3.111477	42	NA
6842	1.362065	-0.01592	413.266	5.074864	2	NA
3758	1.361849	0.015921	488.2757	2.80962	292	NA
6880	1.361507	0.015917	351.2303	4.964108	NA	NA
6888	1.3608	-0.01591	598.3369	4.89886	191	NA
2168	1.360754	0.015908	215.0894	2.040453	273	NA
4980	1.360721	0.015908	397.2564	3.654753	NA	NA
4753	1.360383	0.015904	911.4414	3.450627	83	NA
3233	1.358769	0.015885	323.16	2.477388	NA	Massbank:PR311016 Feruloyl lysine
636	1.358687	0.015884	228.0853	0.610129	NA	NA
1802	1.358495	0.015882	337.0892	1.59777	297	NA
6839	1.357167	-0.01587	295.2267	4.864016	147	NA
5084	1.356445	-0.01586	628.2988	3.587923	NA	NA
2578	1.355443	0.015846	263.1418	2.237557	NA	Spectral Match to Met-Leu from NIST14
6078	1.355175	-0.01584	387.2962	4.368522	NA	NA
3823	1.355151	0.015842	269.1369	2.811157	NA	NA
4704	1.355094	0.015842	437.2053	3.42085	83	NA
1356	1.354489	0.015835	253.1535	1.226108	175	NA
3172	1.353278	-0.01582	358.1606	2.415008	66	NA
3426	1.352976	0.015817	224.1493	2.61105	8	NA
1995	1.352724	-0.01581	574.2488	1.768347	60	NA
3557	1.351368	-0.0158	151.0394	2.626137	NA	NA
11435	1.351265	-0.0158	1089.279	8.68304	141	NA
4414	1.350014	0.015782	265.0968	3.250833	NA	NA
1402	1.348877	-0.01577	399.2604	1.254749	184	NA
4110	1.348195	0.015761	661.3061	3.032034	42	NA
1289	1.345465	0.015729	171.0629	1.13338	371	NA
8126	1.345084	0.015725	411.3623	6.052947	NA	NA
5858	1.345051	0.015724	879.3816	4.225897	256	NA
6086	1.344768	-0.01572	344.1891	4.380538	NA	NA
932	1.344328	0.015716	151.0617	0.882023	175	NA
2916	1.344205	0.015714	291.1918	2.320398	214	NA
7681	1.34398	0.015712	637.4318	5.6354	443	NA
1871	1.343686	0.015708	490.3067	1.665863	NA	NA
8941	1.34352	-0.01571	567.4032	6.82461	141	NA
2147	1.343221	-0.0157	286.1398	1.927897	82	NA
721	1.343114	0.015702	153.066	0.746399	410	NA
2597	1.342838	-0.0157	310.1288	2.18293	NA	NA
3447	1.341288	-0.01568	427.1578	2.642924	NA	NA
3092	1.340759	0.015674	277.1184	2.393926	NA	NA
83	1.340749	-0.01567	146.03	0.38466	97	NA
1227	1.340242	0.015668	130.0865	1.119078	NA	NA
7863	1.340167	-0.01567	683.5068	5.793899	141	NA
656	1.339956	0.015665	284.099	0.696555	72	GUANOSINE - 50.0 eV
4097	1.33977	0.015663	397.3065	3.030867	NA	NA
429	1.338259	-0.01564	174.1126	0.560914	NA	NA
1279	1.337809	0.01564	474.2929	1.165366	NA	NA
3448	1.337568	0.015637	267.1207	2.622393	252	NA
687	1.336604	0.015626	257.1131	0.723967	NA	NA
398	1.336369	0.015623	684.2559	0.516462	205	Isomaltotetraose
6062	1.336101	0.01562	517.3313	4.390881	274	"Candidate Dihydroxylated bile acid (delta mass 124.0294; buddy atomic difference: 2C, 8H, 2N, 2O, 1S; spectral library match to CCMSLIB00006680044, TAUROURSODEOXYCHOLIC ACID)"
747	1.336074	-0.01562	312.1435	0.772123	205	NA
9465	1.335412	-0.01561	654.7958	7.241656	141	NA
453	1.335117	-0.01561	331.234	0.573543	18	NA
207	1.33448	0.015601	705.185	0.43809	205	NA
3709	1.334225	-0.0156	869.4736	2.777538	344	NA
4449	1.333849	0.015593	617.2346	3.280299	281	NA
2305	1.333399	-0.01559	474.1342	2.034957	82	NA
7948	1.331374	0.015564	443.352	5.856716	79	NA
5239	1.331141	-0.01556	452.312	3.793046	256	NA
7086	1.331105	0.015561	435.2485	5.080336	NA	NA
9604	1.330942	-0.01556	703.4935	7.347946	141	NA
4626	1.330088	0.015549	484.3025	3.369297	NA	NA
5707	1.329966	0.015548	883.4128	4.118057	43	NA
8439	1.329138	-0.01554	726.9785	6.31802	141	NA
7593	1.3288	-0.01553	293.2109	5.644925	45	NA
1805	1.328257	0.015528	332.1338	1.594025	297	NA
4369	1.328224	-0.01553	488.2397	3.21843	160	NA
4821	1.327897	-0.01552	569.295	3.485801	343	NA
6370	1.32762	-0.01552	655.2764	4.610662	495	NA
8660	1.32682	0.015511	487.3763	6.548653	NA	NA
7184	1.326066	-0.0155	330.2638	5.16935	141	NA
2689	1.325695	-0.0155	367.1133	2.218222	NA	NA
4187	1.325118	-0.01549	441.3075	3.078108	NA	NA
1754	1.324535	0.015484	232.174	1.539339	184	NA
7071	1.323276	-0.01547	550.3699	5.100094	69	NA
7323	1.323086	-0.01547	304.2999	5.276784	NA	Spectral Match to Benzyldodecyldimethylammonium from NIST14
5050	1.322709	0.015463	465.2002	3.624699	94	NA
6456	1.322187	-0.01546	293.2111	4.667533	109	NA
