Feature_ID	VIP_comp_1	Loading	mz	RT	Corr_ID	Compound_Name
4690	1.963472	-0.02295	462.2891	3.41806	256	NA
4866	1.96313	-0.02295	395.2907	3.377227	256	NA
6471	1.962796	0.022946	275.2007	4.654622	NA	NA
3919	1.962771	0.022946	883.5329	2.921307	100	NA
3177	1.962548	0.022943	465.3081	2.453223	220	NA
7374	1.962029	-0.02294	481.329	5.32779	NA	NA
3493	1.961039	0.022926	356.2183	2.654133	509	NA
3474	1.960882	-0.02292	286.144	2.650522	NA	NA
928	1.960185	0.022916	203.1392	0.943156	175	Spectral Match to L-Alanyl-L-norleucine from NIST14
3803	1.958385	0.022895	605.3378	2.858413	76	NA
3736	1.956649	0.022874	275.1393	2.846711	NA	NA
5768	1.955482	0.022861	383.3269	4.149745	256	NA
324	1.953913	-0.02284	141.066	0.508807	NA	4200-48-0
7047	1.9526	-0.02283	407.2997	5.169172	2	NA
3918	1.951127	0.02281	574.3131	2.907779	NA	NA
3241	1.948968	-0.02278	336.1078	2.504853	131	NA
1329	1.947657	-0.02277	332.1495	1.219713	492	NA
1976	1.946872	0.02276	229.1184	1.758986	60	Spectral Match to PyroGlu-Val from NIST14
971	1.943227	0.022717	100.0763	0.954131	NA	5_AMINOPENTANOATE
2902	1.942061	0.022704	336.2283	2.324565	200	NA
3127	1.941541	0.022698	273.0848	2.423428	NA	NA
407	1.941287	0.022695	189.1235	0.512673	NA	NA
516	1.940826	-0.02269	268.1176	0.590158	NA	NA
1594	1.938546	0.022663	304.1505	1.416423	184	NA
7452	1.936478	-0.02264	934.6141	5.382284	422	NA
3646	1.935603	-0.02263	600.2941	2.69492	NA	NA
6492	1.934621	0.022617	689.3468	4.69986	1	"Candidate Trihydroxylated bile acid (delta mass 280.0499; buddy atomic difference: 16C, 4H, 6N)"
358	1.933421	-0.0226	112.0874	0.394199	513	HISTAMINE - 50.0 eV
1576	1.933049	0.022598	229.1657	1.41029	NA	NA
2404	1.927376	-0.02253	303.0952	2.090882	82	NA
4178	1.927256	0.022531	180.1021	3.059668	406	NA
4868	1.926434	-0.02252	371.2407	3.528446	NA	NA
1501	1.925683	0.022512	365.1929	1.322376	184	NA
5491	1.925459	0.02251	533.3262	3.991762	256	TAUROCHOLIC ACID
2369	1.924909	0.022503	238.0711	2.067791	446	NA
8143	1.922586	-0.02248	429.3189	6.048709	NA	NA
1788	1.922323	-0.02247	368.1456	1.579802	184	NA
1978	1.921521	-0.02246	208.0606	1.766806	170	NA
911	1.920257	-0.02245	316.1874	0.901215	175	NA
931	1.919617	0.022441	314.1215	0.861279	NA	NA
2136	1.918427	-0.02243	529.2626	1.969541	82	NA
7752	1.91531	-0.02239	293.211	5.685253	45	NA
2429	1.914428	0.022381	596.378	2.097306	NA	NA
843	1.912665	0.02236	199.1079	0.835021	410	NA
6712	1.912298	-0.02236	317.2686	4.84821	191	NA
2123	1.912283	-0.02236	551.2441	1.927595	82	NA
4924	1.911287	0.022344	427.1867	3.55972	NA	NA
5182	1.909787	0.022326	288.1806	3.734762	NA	NA
1333	1.908852	0.022315	177.1024	1.225809	54	NA
2540	1.90858	-0.02231	355.1624	2.15297	82	NA
2061	1.906741	-0.02229	656.3248	1.859397	82	NA
1216	1.90671	0.02229	658.3522	1.130944	NA	NA
5103	1.905827	-0.02228	596.3473	3.662995	256	NA
4885	1.901944	0.022235	669.3027	3.537365	NA	NA
5245	1.901621	0.022231	389.1231	3.787425	431	NA
5670	1.90089	-0.02222	337.1546	4.048012	256	"Candidate Trihydroxylated bile acid (delta mass -72.1412; sirius atomic difference: -4C, -20H, 2N, -2O; buddy atomic difference: -4C, -20H, 2N, -2O)"
1621	1.900122	-0.02221	195.0656	1.413796	84	NA
7091	1.896454	-0.02217	803.5433	5.111045	2	NA
2214	1.893379	-0.02213	478.1918	1.993481	NA	NA
5107	1.892886	-0.02213	490.2115	3.67645	NA	NA
1136	1.891266	0.02211	116.071	1.058088	175	NA
3032	1.89014	0.022097	318.2026	2.465828	214	NA
3155	1.889696	-0.02209	300.1556	2.493425	214	NA
307	1.889476	0.022089	132.0769	0.452541	420	CREATINE - 30.0 eV
9000	1.888647	-0.02208	637.4632	6.91078	141	NA
428	1.887633	0.022067	132.1133	0.546224	NA	NA
556	1.88757	-0.02207	215.1027	0.625792	NA	NA
2253	1.886194	-0.02205	432.2459	1.940678	82	NA
2293	1.885916	0.022047	144.0657	1.998881	82	NA
5221	1.885254	0.02204	881.3965	3.779964	44	NA
177	1.880657	-0.02199	156.0422	0.3942	205	VALINE
6137	1.880606	0.021985	407.2792	4.429804	14	"Candidate Tetrahydroxylated bile acid (delta mass -18.0105; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00006581917, ""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid"")"
7087	1.880402	-0.02198	798.5881	5.110948	2	"Candidate Trihydroxylated bile acid (delta mass 389.2932; sirius atomic difference: 24C, 39H, 1N, 3O; buddy atomic difference: 24C, 39H, 1N, 3O)"
1124	1.878712	0.021963	242.1863	1.077511	175	NA
8514	1.876857	0.021941	501.3554	6.41064	202	NA
6620	1.875775	-0.02193	313.2372	4.807695	438	NA
1347	1.872809	-0.02189	195.0656	1.249741	464	NA
1758	1.871239	-0.02188	472.245	1.597024	NA	NA
5585	1.870732	0.02187	438.2852	4.04656	309	NA
455	1.867055	-0.02183	124.0396	0.557948	18	NICOTINATE - 50.0 eV
915	1.866723	-0.02182	272.1241	0.900109	NA	NA
5072	1.864689	0.021799	408.1656	3.651246	161	NA
5263	1.864685	0.021799	853.4019	3.817743	262	NA
1293	1.862822	0.021777	273.0596	1.190077	NA	NA
1629	1.862336	-0.02177	188.0707	1.445331	207	Spectral Match to L-Tryptophan from NIST14
8012	1.859503	-0.02174	317.2087	5.927595	469	NA
5917	1.856212	0.0217	444.296	4.267719	256	NA
4839	1.854217	0.021677	521.1596	3.4959	393	NA
335	1.853457	0.021668	434.1887	0.467229	NA	NA
2255	1.851816	0.021649	399.2604	2.017081	358	NA
2737	1.851744	0.021648	249.1236	2.247258	NA	NA
9313	1.850404	-0.02163	313.2735	7.13649	211	NA
3284	1.849806	0.021625	302.2076	2.520864	214	NA
5880	1.84947	0.021621	339.1705	4.228098	171	NA
3141	1.848443	-0.02161	313.1623	2.555872	509	NA
1354	1.847125	0.021594	273.1924	1.256622	NA	NA
8057	1.846606	-0.02159	295.2267	5.973556	469	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
2496	1.846533	0.021587	243.121	2.134158	NA	NA
5549	1.844536	-0.02156	525.2712	4.024654	NA	NA
221	1.844452	0.021563	293.0633	0.438098	205	NA
2103	1.844052	0.021558	284.2071	1.911501	82	NA
481	1.842503	-0.02154	168.1132	0.576715	458	Candidate Histamine-C3:0 (delta mass:56.0261)
499	1.841733	0.021531	440.1699	0.580597	205	NA
1649	1.840527	-0.02152	763.3172	1.472015	184	NA
2921	1.839133	-0.0215	316.1544	2.325598	405	NA
2212	1.838498	-0.02149	385.1184	1.987741	NA	NA
4739	1.837702	-0.02148	177.0546	3.510469	NA	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14
1981	1.833639	-0.02144	162.0551	1.772171	170	NA
6957	1.833001	0.021429	321.2419	4.974811	NA	NA
1047	1.831374	0.02141	169.0973	1.024238	NA	NA
1392	1.831244	0.021408	271.1654	1.263028	119	NA
3510	1.831136	-0.02141	495.2967	2.657484	NA	NA
1941	1.83015	-0.0214	346.0955	1.724963	162	NA
1242	1.828629	-0.02138	361.1723	1.139896	175	NA
5624	1.828364	-0.02137	433.2456	3.989307	NA	NA
360	1.827634	-0.02137	206.0459	0.441945	518	NA
3846	1.826369	-0.02135	595.1662	2.875037	NA	NA
3149	1.825955	-0.02135	260.1284	2.435387	214	NA
338	1.822087	-0.0213	126.0222	0.438994	NA	NA
382	1.821115	-0.02129	204.0868	0.483502	NA	Spectral Match to N-Acetyl-D-glucosamine from NIST14
1593	1.816489	0.021236	229.1548	1.415064	184	Spectral Match to Leu-Pro from NIST14
5830	1.813789	0.021204	309.1595	4.194446	NA	NA
475	1.812595	0.02119	312.111	0.578519	205	NA
7438	1.810482	-0.02117	510.3083	5.369922	238	NA
1327	1.809672	0.021156	243.134	1.168495	175	NA
4036	1.80938	0.021153	418.2059	3.004976	100	NA
2059	1.809054	-0.02115	678.3067	1.852251	82	NA
558	1.807928	0.021136	140.0705	0.568792	NA	NA
9419	1.807749	-0.02113	669.4708	7.202792	141	NA
2194	1.807694	0.021133	231.1704	1.981061	82	Spectral Match to Val-Leu from NIST14
2110	1.805439	-0.02111	471.9119	1.942699	NA	NA
5180	1.804464	0.021095	695.3788	3.735352	44	"Candidate Trihydroxylated bile acid (delta mass 286.0832; sirius atomic difference: 12C, 10H, 6N, 3O; buddy atomic difference: 17C, 10H, 4N, 1O)"
294	1.804132	0.021091	204.1234	0.566931	NA	NA
557	1.803549	0.021084	219.1339	0.616168	205	NA
2163	1.801342	0.021059	289.1525	1.953373	421	NA
4311	1.801071	0.021055	402.2107	3.187434	396	NA
5076	1.798018	-0.02102	367.2096	3.575729	NA	NA
1385	1.797519	0.021014	278.1664	1.24754	NA	NA
1877	1.796142	0.020998	160.097	1.770999	NA	NA
7598	1.796141	0.020998	391.2454	5.534516	443	NA
2210	1.795994	-0.021	552.3142	1.973728	82	NA
3463	1.793407	0.020966	499.3285	2.641965	331	NA
6596	1.793317	0.020965	392.3158	4.834856	471	NA
5785	1.793227	-0.02096	297.2426	4.178365	35	Spectral Match to 9(10)-EpOME from NIST14
1840	1.792939	0.02096	235.1104	1.627963	NA	NA
1509	1.792109	-0.02095	322.2126	1.319487	NA	NA
2899	1.790757	0.020935	235.1442	2.314804	NA	Massbank:PR311078 Coumaroyl putrescin
1721	1.790054	0.020927	259.1769	1.549827	NA	Candidate Arginine-C5:0 (delta mass:84.057)
2346	1.789451	-0.02092	361.2088	2.068919	82	NA
4096	1.78814	0.020904	872.4563	3.024955	NA	NA
6516	1.787261	0.020894	529.3144	4.781744	400	NA
7464	1.785327	-0.02087	604.3248	5.456643	47	NA
801	1.784024	-0.02086	288.1484	0.819315	388	NA
2276	1.781163	0.020823	200.0919	1.963705	NA	NA
6821	1.780407	-0.02081	521.3483	4.924564	80	NA
2487	1.779886	0.020808	274.0746	2.137134	NA	NA
1943	1.7793	-0.0208	225.0757	1.715993	162	NA
958	1.778767	-0.02079	292.1292	0.935041	280	NA
1089	1.778256	0.020789	272.1854	1.042156	NA	NA
6536	1.777715	-0.02078	499.3395	4.746057	95	NA
5224	1.777131	0.020776	443.2079	3.77537	44	NA
6412	1.776668	0.02077	786.5187	4.653487	NA	NA
963	1.776251	0.020765	162.0551	0.940059	175	1,5-isoquinolinediol
2213	1.775447	0.020756	152.0708	1.90544	NA	NA
3444	1.775292	-0.02075	366.1701	2.630425	509	NA
1145	1.775165	0.020753	336.1552	1.104916	175	NA
4687	1.773136	0.020729	532.2951	3.412808	240	"Candidate Tetrahydroxylated bile acid (delta mass 107.0057; sirius atomic difference: 2C, 5H, 1N, 2O, 1S; buddy atomic difference: 11C, -3H, 3N, -4O)"
4249	1.771261	0.020707	705.3519	3.128519	NA	NA
2720	1.770683	0.0207	239.0893	2.267805	NA	NA
8376	1.769779	-0.02069	346.2715	6.251224	40	NA
6079	1.769314	-0.02068	512.2737	4.370926	359	NA
1080	1.768606	-0.02068	441.2348	0.965164	NA	NA
416	1.764664	-0.02063	391.1862	0.559236	NA	NA
8355	1.7613	-0.02059	467.3131	6.235911	40	NA
1767	1.760562	0.020582	395.2014	1.507908	NA	NA
6421	1.760127	0.020577	391.2842	4.649116	105	"Candidate Trihydroxylated bile acid (delta mass -18.011; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465755, ""(R)-4-((3S,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")"
4563	1.759317	-0.02057	413.2515	3.278157	NA	NA
7432	1.758758	-0.02056	802.6189	5.364056	422	"Candidate Dihydroxylated bile acid (delta mass 409.3193; sirius atomic difference: 16C, 35H, 13N; buddy atomic difference: 24C, 43H, 1N, 4O)"
1953	1.757779	0.020549	251.1006	1.699345	60	NA
8356	1.75711	-0.02054	462.3577	6.229428	40	NA
7225	1.756487	-0.02053	620.3197	5.216454	2	NA
2966	1.754273	-0.02051	427.196	2.230923	NA	NA
4910	1.75405	-0.02051	369.2252	3.512107	NA	NA
665	1.753721	-0.0205	310.1758	0.710638	NA	NA
7366	1.750242	0.020461	394.2647	5.344259	478	NA
7951	1.747975	-0.02043	479.3729	5.888781	79	NA
6741	1.747818	0.020433	424.3291	4.80415	NA	NA
5905	1.746757	-0.02042	333.2635	4.19009	35	"Candidate Pentahydroxylated bile acid (delta mass -108.0217; sirius atomic difference: -6C, -4H, -2O; buddy atomic difference: -6C, -4H, -2O)"
2118	1.746748	-0.02042	405.1367	1.915151	82	NA
8049	1.746553	0.020418	497.3233	5.968935	65	NA
8740	1.745985	-0.02041	326.3052	6.645044	218	Spectral Match to N-Oleoylethanolamine from NIST14
7031	1.744618	-0.0204	398.2414	5.068831	80	NA
2564	1.744491	0.020394	231.1704	2.022672	82	NA
5612	1.744106	0.020389	614.2859	4.055384	256	NA
5346	1.743555	0.020383	470.2293	3.911719	NA	NA
6392	1.743137	0.020378	579.3178	4.640255	194	NA
6964	1.742416	0.02037	513.3194	4.940596	NA	NA
5935	1.741522	0.020359	279.2319	4.336869	256	Spectral Match to 9(10)-EpOME from NIST14
4959	1.740824	0.020351	505.2661	3.570155	256	NA
6425	1.739659	0.020338	428.3277	4.655207	105	NA
4155	1.735825	0.020293	280.0818	3.042286	NA	NA
497	1.735671	0.020291	230.1863	0.573532	456	N1,N8-diacetylspermidine
3667	1.735563	-0.02029	340.103	2.70839	NA	NA
6598	1.735051	-0.02028	500.3431	4.781759	48	NA
1597	1.734575	-0.02028	326.1321	1.428985	184	NA
5090	1.734485	-0.02028	615.3175	3.661238	NA	NA
896	1.732563	0.020255	188.0684	0.899748	NA	NA
5784	1.731815	-0.02025	474.3064	4.237707	NA	NA
2560	1.730822	0.020234	281.1134	2.051481	82	Spectral Match to .alpha.-L-Asp-L-Phe from NIST14
3563	1.730801	0.020234	293.179	2.69656	174	NA
2964	1.730487	-0.02023	144.081	2.371992	NA	Massbank:PR310882 Tryptophanol (not validated)
5123	1.728464	0.020207	589.3016	3.677118	NA	NA
4378	1.728155	0.020203	453.2001	3.219765	374	NA
1956	1.728099	0.020202	293.0635	1.750443	NA	NA
5961	1.727686	-0.0202	418.2625	4.305338	256	NA
200	1.727488	0.020195	236.1493	0.466762	264	NA
5388	1.727201	-0.02019	625.285	3.931715	256	NA
9333	1.72703	-0.02019	335.2554	7.135905	211	NA
1724	1.72645	-0.02018	361.2087	1.537535	184	NA
3499	1.725685	0.020174	493.2816	2.777054	NA	NA
1187	1.725546	-0.02017	459.2449	1.101597	175	NA
2750	1.725197	-0.02017	250.0746	2.250319	NA	NA
7601	1.725101	0.020167	400.3422	5.548026	NA	Palmitoyl-L-(-)-carnitin [German]
2069	1.721099	0.020121	245.1496	1.850488	NA	NA
4392	1.720706	-0.02012	273.1235	3.248654	256	NA
6685	1.719655	0.020104	529.3146	4.828921	400	NA
4269	1.719619	0.020103	307.1655	3.165255	NA	NCGC00170014-03!(E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide [IIN-based: Match]
6323	1.718937	-0.0201	309.2046	4.543374	61	NA
938	1.716965	-0.02007	410.1745	0.927401	175	NA
472	1.715385	0.020054	664.117	0.57334	NA	NA
3181	1.715297	-0.02005	367.197	2.403873	NA	NA
354	1.715171	-0.02005	182.0813	0.632699	205	Tyrosine_(L-)
3324	1.714906	-0.02005	401.2034	2.547887	NA	NA
1771	1.713923	0.020037	285.181	1.559756	399	NA
7522	1.712646	0.020022	393.2612	5.349105	478	NA
4736	1.712598	0.020021	609.3292	3.458282	NA	NA
1271	1.711658	0.02001	448.2051	1.161054	NA	NA
2717	1.710782	0.02	272.1972	2.238033	NA	NA
3425	1.709745	0.019988	335.1599	2.553098	NA	NA
249	1.709433	0.019984	277.0895	0.452455	205	NA
641	1.708033	0.019968	300.1439	0.687164	NA	NA
4562	1.706839	0.019954	659.2905	3.340217	NA	NA
1268	1.706771	0.019953	180.0636	1.143246	175	NA
4735	1.705788	0.019942	1185.711	3.429022	101	NA
5696	1.700742	0.019883	267.1947	4.258493	NA	NA
746	1.700651	-0.01988	184.0606	0.761388	289	4-PYRIDOXATE - 40.0 eV
5541	1.699929	-0.01987	361.0854	4.023882	NA	NA
1530	1.699916	0.019873	444.3186	1.388333	184	NA
1696	1.699413	0.019867	261.0735	1.497324	NA	NA
1929	1.698757	0.019859	314.1681	1.722609	170	NA
1763	1.696414	0.019832	229.0586	1.56783	NA	NA
8564	1.695102	0.019817	343.2217	6.422872	10	NA
2235	1.689804	0.019755	205.0974	2.006113	57	Tryptophan
3381	1.686945	0.019721	243.1341	2.702343	4	Spectral Match to PyroGlu-Ile from NIST14
9080	1.685935	-0.01971	256.2634	6.94226	NA	NA
1196	1.685612	-0.01971	481.2276	1.108283	175	NA
7042	1.685528	-0.0197	330.2638	5.096418	NA	NA
8722	1.685412	-0.0197	549.4163	6.626411	141	NA
1977	1.684897	0.019697	240.0867	1.64196	NA	NA
4142	1.684815	0.019696	775.3995	3.052776	42	NA
849	1.684459	-0.01969	431.2504	0.847384	NA	NA
3359	1.684422	-0.01969	320.1246	2.591076	131	NA
1292	1.68389	0.019686	223.1442	1.16772	NA	NA
550	1.682878	0.019674	260.1605	0.609916	NA	NA
6622	1.682845	-0.01967	389.1991	4.802903	109	NA
6562	1.680939	-0.01965	347.2792	4.756911	109	NA
7782	1.680687	0.019648	354.2712	5.670688	278	NA
6811	1.679721	-0.01964	351.2143	4.917531	80	NA
3360	1.679064	0.019629	274.1072	2.6471	NA	NA
5428	1.678334	0.019621	849.3704	3.954387	256	NA
2770	1.676867	-0.0196	332.1818	2.258235	NA	NA
1581	1.675646	0.019589	218.1025	1.392594	184	Candidate Glutamic acid-C4:0 (delta mass:70.042)
4622	1.674309	0.019574	180.102	3.354082	307	NA
1913	1.674073	0.019571	259.1654	1.668344	NA	NA
510	1.670552	0.01953	361.1722	0.561957	311	NA
7528	1.670121	0.019525	351.2526	5.50256	443	NA
749	1.669958	0.019523	151.0617	0.75949	205	"6-methoxypurine, oxamethane CollisionEnergy:102040"
8817	1.669856	-0.01952	622.4634	6.716076	141	NA
4021	1.669477	0.019517	419.2082	2.985753	100	NA
7540	1.669137	0.019513	392.2487	5.505956	443	NA
6463	1.666869	0.019487	429.2614	4.682215	105	NA
3129	1.66608	0.019477	246.1702	2.414147	NA	Isovalerylcarnitine - 30.00 eV
5553	1.665557	0.019471	609.3285	4.029378	301	NA
4813	1.665443	-0.01947	339.1075	3.451298	NA	NA
2337	1.664556	0.01946	393.2246	2.097879	82	NA
1918	1.663325	-0.01945	322.2127	1.684324	NA	NA
3553	1.661028	-0.01942	399.2607	2.6865	NA	NA
5322	1.660428	-0.01941	708.3219	3.869896	256	NA
2232	1.660136	0.019408	188.0708	2.00557	57	Spectral Match to Abrine from NIST14
156	1.659655	0.019402	188.1759	0.412541	290	Candidate Spermidine-C2:0 (delta mass:42.0107)
6110	1.658315	0.019387	555.3112	4.445286	521	NA
2766	1.658286	0.019386	474.1736	2.251184	239	NA
5637	1.657577	0.019378	498.3249	4.095467	333	"Candidate Trihydroxylated bile acid (delta mass 89.0311; sirius atomic difference: 3C, 7H, 1N, 1S; buddy atomic difference: 3H, 5N, 1O)"
4343	1.65701	0.019371	279.134	3.192862	42	NA
4870	1.656487	0.019365	651.3604	3.462224	256	NA
6846	1.65427	0.019339	620.3189	4.935694	191	NA
2127	1.653113	-0.01933	383.1905	1.868856	NA	NA
6849	1.651813	0.019311	381.2252	4.962078	NA	NA
4261	1.65107	-0.0193	625.1746	3.134652	NA	NA
4317	1.650863	0.019299	423.1893	3.18951	117	NA
8677	1.649071	0.019278	421.3103	6.580983	156	NA
6747	1.648798	-0.01928	598.3351	4.821106	NA	NA
1500	1.648584	-0.01927	348.1762	1.386061	184	NA
1090	1.647705	0.019263	319.1656	0.966093	NA	NA
6773	1.646021	-0.01924	529.2916	4.889165	NA	NA
2932	1.645853	-0.01924	320.1635	2.319806	214	NA
1689	1.645168	-0.01923	581.316	1.490867	184	NA
9856	1.644685	-0.01923	284.2947	7.527215	NA	NA
2507	1.643729	0.019216	382.1973	2.181316	NA	NA
6195	1.642652	0.019203	429.2614	4.469225	14	NA
9873	1.640727	-0.01918	722.8409	7.532632	141	NA
2084	1.639424	0.019166	160.097	1.883268	82	ISOVALERYLGLYCINE
2986	1.637496	0.019143	501.2449	2.349909	NA	NA
7441	1.636343	-0.01913	493.2811	5.371222	238	NA
3738	1.635982	0.019125	639.3244	2.853194	NA	NA
4038	1.635402	0.019119	484.2447	2.991914	42	NA
1622	1.633096	-0.01909	316.0852	1.445397	84	NA
439	1.632086	-0.01908	136.0619	0.570909	494	adenine CollisionEnergy:102040
3672	1.629509	-0.01905	432.281	2.752451	509	NA
3152	1.627567	-0.01903	510.1584	2.43379	NA	NA
1451	1.62287	-0.01897	443.2028	1.268487	NA	NA
2039	1.622479	-0.01897	376.1718	1.816394	82	NA
4123	1.620827	0.018948	321.1428	3.043824	NA	NA
5128	1.619634	-0.01893	444.2964	3.691465	303	NA
7992	1.618677	0.018923	411.326	5.906053	NA	NA
1164	1.618617	0.018922	140.0705	1.133891	175	NA
2073	1.618126	-0.01892	397.2062	1.89945	NA	NA
5069	1.617097	-0.0189	596.3453	3.655772	256	NA
513	1.61686	0.018902	491.2475	0.58874	NA	NA
1625	1.615501	0.018886	246.0738	1.442198	30	NA
679	1.614577	0.018875	198.0763	0.61936	494	NA
1619	1.614344	0.018873	123.0444	1.430194	30	NA
517	1.613156	-0.01886	359.265	0.592893	18	Spectral Match to Leu-Val-Lys from NIST14
1301	1.611347	0.018837	360.2133	1.200506	NA	NA
7326	1.609884	-0.01882	336.2225	5.237212	141	NA
1022	1.608818	-0.01881	202.1188	0.992072	175	NA
5890	1.608008	0.018798	416.2467	4.239859	256	NA
390	1.607668	-0.01879	265.1117	0.502894	NA	THIAMINE - 40.00 eV
3075	1.607247	0.01879	276.1596	2.381101	NA	NA
336	1.607011	0.018787	301.142	0.455777	NA	NA
3272	1.605659	-0.01877	344.228	2.523967	523	NA
2526	1.605365	-0.01877	318.1655	2.096128	NA	NA
1702	1.605348	0.018767	326.1691	1.461496	184	NA
6737	1.604148	-0.01875	391.2842	4.893009	NA	"Candidate Trihydroxylated bile acid (delta mass -18.0102; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465750, ""(R)-4-((3R,5S,7S,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")"
2433	1.603915	0.018751	474.3288	2.127574	NA	NA
3437	1.603114	-0.01874	385.1762	2.631513	NA	NA
7595	1.60244	-0.01873	275.2006	5.669059	45	NA
4740	1.602275	0.018731	479.2157	3.445308	NA	NA
5963	1.60225	-0.01873	408.311	4.204868	432	"Candidate Trihydroxylated bile acid (delta mass -0.9838; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)"
6766	1.599481	-0.0187	229.1436	4.87293	46	Traumatic Acid - 40.0 eV
4859	1.598123	-0.01868	209.0811	3.478387	382	Spectral Match to Genipin from NIST14
982	1.59733	-0.01867	381.1876	0.867181	175	NA
1620	1.594532	-0.01864	533.294	1.410927	84	NA
5738	1.593045	-0.01862	403.0961	4.123512	256	NA
3185	1.590666	0.018596	575.2826	2.472	167	NA
1142	1.589941	-0.01859	468.282	1.09292	175	NA
1008	1.589791	0.018585	327.1908	0.979729	502	NA
1895	1.589643	-0.01858	415.2051	1.683386	229	NA
6824	1.589617	-0.01858	299.2581	4.874887	191	NA
3508	1.588992	0.018576	391.1579	2.626646	NA	NA
1458	1.588512	-0.01857	385.1603	1.301607	184	NA
5989	1.58812	0.018566	529.3145	4.319286	NA	NA
8066	1.587807	-0.01856	405.3	5.972941	379	"Candidate Trihydroxylated bile acid (delta mass -3.9946; sirius atomic difference: 1C, -1O; buddy atomic difference: 1C, -1O)"
2448	1.587458	0.018558	242.15	2.107883	36	NA
1608	1.586489	-0.01855	412.1653	1.425016	84	NA
2236	1.586388	0.018546	429.2236	2.030992	NA	NA
2368	1.58631	-0.01854	358.1976	2.086944	NA	NA
1919	1.585939	0.01854	627.3292	1.714401	170	NA
5946	1.585528	-0.01854	471.3098	4.296041	NA	NA
1132	1.584354	-0.01852	451.2164	1.084913	175	NA
7022	1.583635	0.018514	407.2408	5.154529	69	NA
5029	1.583253	0.018509	623.3227	3.541502	256	NA
5950	1.582693	0.018502	325.199	4.277748	NA	NA
1261	1.582312	0.018498	237.1234	1.155532	175	Spectral Match to Phe-Ala from NIST14
777	1.58231	-0.0185	415.1714	0.789493	205	NA
4767	1.581705	-0.01849	374.2539	3.477714	NA	NA
2409	1.580263	0.018474	314.1353	2.0779	365	NA
1555	1.579535	0.018466	323.1602	1.45564	NA	NA
2398	1.579488	0.018465	529.3722	2.130388	NA	NA
8159	1.57861	0.018455	441.2251	6.062228	404	NA
3020	1.577599	0.018443	316.2235	2.422691	214	NA
5141	1.577216	0.018438	462.2664	3.692236	256	"Candidate Trihydroxylated bile acid (delta mass 52.9715; buddy atomic difference: 2C, -1H, 1N, -1O, 1S; spectral library match to CCMSLIB00005435564, taurocholic acid)"
7771	1.576196	0.018427	291.1952	5.700091	128	NA
3491	1.575088	-0.01841	311.1606	2.663119	509	NA
773	1.574838	-0.01841	464.2243	0.801401	205	NA
2900	1.57429	0.018404	209.1286	2.3176	114	NA
1765	1.573512	0.018395	418.1699	1.585979	NA	NA
2060	1.572479	0.018383	334.1974	1.861642	82	NA
3651	1.571871	-0.01838	325.1397	2.749022	NA	NA
6801	1.571665	-0.01837	277.2163	4.879663	80	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
3594	1.571542	0.018372	208.0606	2.595493	509	NA
2308	1.571157	-0.01837	241.105	2.033589	NA	NA
8533	1.570482	-0.01836	299.258	6.419345	10	NA
6428	1.570462	0.018359	839.5641	4.654882	105	Spectral Match to Cholic acid from NIST14
1715	1.570348	-0.01836	511.2923	1.485735	NA	NA
4292	1.567215	0.018322	250.1803	3.083079	NA	NA
2602	1.567116	-0.01832	507.2217	2.183334	136	NA
669	1.560999	0.018249	180.0874	0.644004	NA	NA
2049	1.560878	0.018247	285.1342	1.83734	82	NA
4842	1.560113	0.018239	325.1545	3.518609	NA	NA
6742	1.558708	0.018222	568.3121	4.872034	80	NA
7055	1.558577	-0.01822	423.3266	5.141976	451	NA
1341	1.558162	0.018216	387.2598	1.228613	NA	NA
4492	1.558013	-0.01821	177.0546	3.232581	NA	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14
1793	1.557849	-0.01821	391.2005	1.603629	184	NA
172	1.557835	0.018212	439.1424	0.430278	205	NA
3880	1.55748	0.018208	209.117	2.9494	100	NA
4364	1.557315	0.018206	606.3154	3.210959	42	NA
8380	1.557068	0.018203	524.3713	6.265177	NA	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14
6007	1.556825	-0.0182	299.139	4.241739	NA	NA
3703	1.55632	0.018194	227.0911	2.757123	NA	NA
